S,D1,D2,D3,D4,D5,D6,D7,C
R,5784.72,16563.78,15931.87,11500.48,12565.49,16975.56,18428.94,N
R,0,6.75,74.93,50.76,29.98,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
F,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,131.47,0,0,0,17.25,113.83,0,N
F,0,34.11,258.57,77.68,1.46,108,83.1,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,68.96,124.77,65.61,168.65,261.78,456.97,313.16,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,4525.3,0,0,0,0,0,0,N
R,296.79,64.92,22.64,183.99,73.31,10.95,83.58,N
R,0,0,0,0,0,0,0,Y
R,3.75,0,104.94,56.19,74.96,4.4,0.79,N
R,0,0,11.68,117.12,25.03,27.31,4.58,N
R,3020.74,43.43,0,0,2769.99,2630.69,452.42,N
R,596.01,172.11,725.96,0,922.5,712.42,3957.58,N
R,0,0,0,0,0,885.62,94.08,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,347.87,0,0,0,0,0,0,N
R,3.75,0,156.59,60.69,31.99,366.21,84.12,N
R,0,0,0,0,16.83,0.09,0.05,N
R,0,2.07,0,0,1.88,0,0,N
R,0,0,0,0,0,0,0,Y
R,1702.79,14.45,0,2145.99,179.55,0,5545.84,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,7.81,0,0,0,0,89.49,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,637.67,1525.49,937.8,393.1,458.5,606.72,512.95,N
R,0,0,0,8.7,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,29.67,66.67,114.58,222.38,168.04,316.84,246.24,N
R,0,1.4,2.05,0,0,0,0,N
R,22.48,0,0,0,0,0,0,N
R,0,0,0,69.52,217.65,66.55,129.87,N
R,18.58,0,0,0,0,3838.11,150.66,N
R,0,0,0,0,0,0,0,Y
R,0.09,0.55,0.74,0.43,0.37,3.1,0.32,N
R,0,0,0,1.37,1.13,0,0,N
R,0,0,0,0,0,0,0,Y
R,3.54,1.48,0,0,0,0,0,N
R,0,0,23.81,8.45,0,0,0.61,N
R,3.83,0,0,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,8.63,16.19,37.99,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,5547.02,3568.3,0,N
R,0,0.08,0,0,0,0.16,0,N
F,1.01,117.95,36.31,0,0,0,0,N
R,23.6,654.9,300.9,483.8,1262.6,1787.7,1303.9,N
R,0,0,0,0,0,0,0,Y
F,1.32,6.38,3.87,1.65,0,0,0,N
R,22.9,109.92,8.69,0,0,0,0,N
R,0,0,0.25,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0.87,0,N
R,1545.82,819.14,430.23,429.98,135.2,1402.91,26.66,N
R,0.24,0,0,0,0,0,0.74,N
R,0,0,0,0,0,0,0,Y
R,2.76,6.89,1.2,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,64.55,759.63,150.39,0,8598.95,N
R,0,212.93,0,5.54,0,0,0,N
R,61.78,6.59,0,0.01,0,0,33.88,N
F,0,1.56,9.53,41.7,0,0,0,N
R,804.01,6.63,6.11,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,15005.13,111.18,0,6675.19,2852.18,3824.44,183.19,N
R,0,0,0,0,0,0,0,Y
R,258.36,3.75,0,60.83,0,1.5,0,N
R,0,0,0,0,0,0,0,Y
R,26.78,0,0,71.33,0,0,0,N
R,14.99,44.97,0,0,0,0,0,N
R,22.91,4.94,14.74,50.25,10.62,0,0,N
R,38.58,0,4135.9,2159.4,1970.6,1583.56,256.88,N
R,3126.91,0,0,0,5086.44,830.64,0,N
R,0,0,0,0,0,49.73,221.59,N
R,18.09,184.63,254.55,67.24,252.1,79.23,430.56,N
F,45.44,26.24,15,1.98,17.41,68.94,21.84,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,1.74,N
R,264,2.55,596.3,286.81,222.18,261.28,0,N
R,146.97,230.98,194.78,373.45,0,237.47,201.04,N
R,1702.31,1007,1807.06,3551.39,2752.6,23.58,6204.67,N
R,0,0,0,0,0,0,0,Y
R,11185.36,7037.59,822.37,864.88,35.1,65.01,0,N
R,684.95,2506.87,1079.03,1214.89,4927.85,395.03,73.43,N
R,133.76,211.53,0,4.83,0,0,35.86,N
R,0,0,0,0,0,0,0,Y
R,583.64,119.87,141.69,1028.59,2511.79,972.5,580.16,N
R,0,0,0,0,0,0,0,Y
R,76.75,114.96,53.95,8.76,77.67,95.97,0,N
R,8.02,0,0,8.96,0,0,0,N
R,0,2321.53,11.8,0,3061.89,172.14,4.43,N
R,23.67,44.39,13.91,4.15,0.74,0.41,1.94,N
R,4.87,0,0,0,237.92,79.8,302.9,N
R,642.6,0,0,3070.37,1818.45,0,0,N
R,0,14.99,0,0,0,29.98,16.3,N
R,239.98,89.34,3.75,134.41,376.87,60.75,3.75,N
R,685.65,1042.75,2.84,373.57,1070.37,318.26,1389.43,N
R,0,0,0,0,0,0,0,Y
R,0,449.64,348.91,0,419.72,134.91,29.98,N
R,176.95,2744.14,8838.48,4262.61,1021.72,2576.79,1369.38,N
R,0.45,32.35,3.65,6.12,4.97,36.3,44.62,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,303.86,416.07,120.45,N
R,203.61,852.09,590.97,3242.95,3754.85,5625.67,1287.8,N
R,5917.7,0,0,595.9,0,5221.5,8195.1,N
R,0,0,0,0,0,0,0,Y
PF,25.77,105.91,0,268.71,135.03,32.97,312.7,N
R,0,0,6.16,1.08,0,6.99,2.99,N
R,0,0,0,4482.09,58.26,3623.36,2751.33,N
F,0,0,0,0,3827.74,863.19,1002.91,N
R,0,0,0,0,0,0,0,Y
R,60.8,99.26,43.69,23.92,565.77,183.21,20.48,N
R,3042.55,1503.55,0,0,207.72,422.05,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,782.13,400,0,564.58,84,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0.56,1.77,1.41,1.39,0.89,0.37,1.52,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,16.49,37.47,17.25,0.31,0,0,N
R,1199.38,1139.27,1312.22,1321.63,644.98,1968.86,948.77,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,522.95,302.01,N
R,4.11,0,0,0,0,0,0,N
R,22.47,33.29,32.17,77.93,29.94,22.48,14.75,N
R,74.53,55.9,14.83,0.51,4.49,0,0,N
R,0,3142.48,5673.25,12503.4,5288.18,3259.7,5365.84,N
R,11.8,0,0,0,0,0,0,N
R,0,150.43,47.85,253.8,157.56,23.91,110.79,N
R,30276.39,13128.99,1296.78,3435.15,1221.45,613.21,6.94,N
R,15.42,0,25.5,9.49,21.18,11.84,0,N
R,0,42.13,4.55,166.67,545.26,198.87,100.64,N
R,164.92,74.99,102.74,112.49,63.74,75,70.48,N
F,0,0,0,0,0,0,0,Y
R,3967.09,4774.57,0,1129.4,1608.51,3083.88,1537.83,N
R,0,0,0,0,0,449.09,1987.39,N
F,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,1002.6,0.76,735.34,566.4,3287.06,1298.04,1799.72,N
R,0,0,0,0,0,0,228.94,N
R,0,0,0,0,0,0,0,Y
R,1.86,58.37,0.11,0,0,0,0,N
R,1836.88,2350.13,2918.53,732.8,0,0,305.87,N
R,4350.59,4314.16,0,0,0,0,0,N
R,0,83.99,127.38,0,0,0,0,N
R,81.75,0,0,6.27,7.71,5.76,0,N
R,573.09,529.19,733.99,0,0,0,0,N
R,1340.58,76.74,699.08,0,2744.95,107.12,107.99,N
F,3.75,0,0,0.24,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,5.71,0,0,0,0,N
R,18.95,77.87,0,27.88,0,0,0,N
R,0,0,0,108.94,0,59.43,0,N
R,0,0,121.49,0,13.02,0,0,N
R,0,0,0,0,0,0,0,Y
R,2540.29,0,0,0,0,0,0,N
R,0,0,0,0,14.99,0,0,N
R,0,1782.72,578.57,1452.4,30.32,1330.66,157.85,N
R,0,0,2.81,0,0,120.75,29.98,N
R,0,62.23,11.26,70.44,23.25,77.98,67.44,N
F,6.56,2.64,4.36,0,0,13.21,0,N
R,105.27,0.51,84.02,1.41,20.6,114.98,87.98,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,1.26,0,N
R,0,540.37,0,970.31,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,2.26,N
R,35.97,495.31,923.76,121.86,163.21,0,0,N
R,0,0,0,0,0,0,0,Y
R,72.75,439.32,99.57,781.56,962.87,1188.14,643.51,N
R,0,0,40.6,70.68,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,61.81,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,4,16.02,0,17.05,0.55,N
R,16.05,0,0,0,0,0,0,N
R,2748.65,238.13,100.35,0,0,0,0,N
R,0.67,0,0,1.33,0,0,0.1,N
R,18.92,2.65,0,0,0,0,0,N
R,103.52,287.81,458.91,352.24,308.77,517.75,169.42,N
R,30.16,0,0,0,50.48,0,0,N
R,893.15,334.81,0,207.31,3054.15,1026.61,850.27,N
R,0,0,0,6.02,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,12.24,12.04,0,0,0,0,0,N
R,0,31.48,69.41,15.24,0,0,0,N
R,0,0,44.05,69.48,0,136.73,53.1,N
R,0,0,5.23,0,0,0,0,N
R,1839.04,474.87,1690.02,1443.43,1832.98,3793.65,1292.05,N
R,53.98,14.51,0,0,0,0,0,N
R,4106.4,0,0,0,0,0,0,N
R,46.06,26.96,18.24,49.18,0,0,0,N
F,0,0,0.76,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,2.25,0,1501.78,0,0,2187.33,40.95,N
F,10.51,3,26.98,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,17.86,200.01,153.04,107.13,0,0,N
R,0,0,5.45,3.64,12.6,0,1.98,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,167.68,46.23,8.16,228.7,0,12.98,0,N
R,76.09,231.83,113.45,72.14,17.39,14.98,104.46,N
R,0,0,290.85,58.81,0,293.2,11.23,N
R,0,0,0,0,0,5.57,0,N
R,0,0,1623.57,831.68,1606.71,64.03,6715.06,N
R,3.75,425.15,88.04,1126.92,2063.05,7.81,0,N
R,801.93,0,3.16,128.59,30.29,289.55,343.24,N
R,1250.24,1120,1886.63,3507.21,491.73,286.03,1924.99,N
R,0,0,0,0,0,0,0.07,N
R,1021.1,160.53,0,0,2659.04,579.71,4331.55,N
R,0,0,0,0,0,0,0,Y
R,3.22,0,0,0,0,0,0,N
PF,0,0,0,0,0.01,0,0,N
R,0,0,0,0,0.26,0,0,N
R,402.05,0,0,0,0,0,0,N
R,0,0,0,18.96,79.17,167.88,84.89,N
R,0.36,0.1,0,0.67,54.16,25.11,0.77,N
R,181.2,4.42,0,0,0,0,0,N
R,261.72,4.74,0,154.98,448.66,455.08,45.96,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,8528.29,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,314.12,0,0,0,18.73,0,N
F,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,74.93,125.72,53.77,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,10.7,0,0,2.32,0,N
R,0,0,0,0,0,0,0,Y
R,741.85,137.88,0,12.51,0,96.92,164.86,N
R,0,7401.5,8220.33,12357.12,1830.19,3093.15,6142.13,N
F,0,0,6.08,0,0.76,0,0,N
R,0,0,0,0,0,0,0,Y
R,419.52,441.86,590.33,331.88,367.1,3586.74,684.44,N
R,10.11,2.13,0,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,1.5,0,0,N
R,0,0,0,0,0,0,0,Y
R,3.49,0,0,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
PF,0,0,0,0,0,0,0,Y
R,0,0,1284.48,387.1,459.83,1002.4,1759.19,N
R,0,0,0,0,0,77.54,41.39,N
R,106.69,1.01,0,59.85,4.56,15.17,11.23,N
R,1038.34,5.18,421.85,419.19,1540.34,748.34,629.77,N
R,0,0,0,0,29.98,0,0,N
R,913.55,0,0,0,0,0,0,N
R,0,0,0,0,3481,4323.52,256.67,N
R,0,97,81.21,6.48,2.9,0,0,N
R,15.42,7.88,0,0,0,0,0,N
R,1.1,0.69,3,1.37,2.36,1.07,2.59,N
R,0,0,73.07,144.55,50.52,343.99,9.42,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,22.11,0,77.55,0,0,N
R,0,0,0,3.18,0,0,48.16,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,1.11,0,0,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,58.71,9.81,1.67,0,9.84,N
R,16.5,0,0,0,0,0,0,N
R,0,0,13.78,0,401.2,224.79,74.93,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,4571.56,0,5355.97,3956.61,0,0,N
R,1492.65,1337.35,171.91,0,0,650.91,2394.61,N
R,0.58,0,0,0,0,0,0,N
R,1384.3,35.53,0,0,9113.2,1315.7,4824.78,N
R,14.99,29.98,96.9,33.47,401.2,0,35.24,N
R,0,67.45,120.49,134.91,170.4,131.18,104.08,N
R,1124.38,1972.33,9848.07,11362.97,6894.22,8139.02,2255.01,N
R,0,3.75,3.75,0,3.75,0,7.5,N
R,0,0,0,0,0,112.04,26.78,N
R,0,0,1.5,0,0,0,1.5,N
R,0,0,0,0,0,0,0,Y
R,2407.85,5286.36,1106.86,1750.81,666.73,5606.64,3326.31,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,6278.41,759.49,0,0,0,0,0,N
R,0,0,0,0,894.47,0,0,N
R,0,0,0,0,0,0,0,Y
R,0.19,0,0,0,0,0,0,N
R,1492.53,2183.17,1978.8,1141.67,1324.73,501.97,17.78,N
R,0,0.67,342.31,1748.4,5316.28,5875.73,7652.99,N
R,7.49,0,0,0,32.96,152.18,0,N
R,0,14.99,56.76,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,248.87,300.32,110.71,196.32,0,328.89,194.83,N
R,163.16,335.6,497.01,100.61,377.75,267.65,251.93,N
R,0,0,122.13,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
F,2336.69,2311.1,1203.35,307.85,0,129.33,22.63,N
R,0,0,0,0,0,0,0,Y
R,57.09,0,0,0,0,0,0,N
R,167.16,0,0,0,31.31,5.38,40.06,N
R,2.36,0,0,0,0,0,0,N
R,869.46,1725.34,714.3,23.64,74.93,981.85,56.03,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0.16,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,7.49,63.7,74.94,29.98,358.54,351.31,N
R,75.86,27.98,42.12,0.2,24.12,0,0,N
R,0,0,0,0,0,0,0,Y
R,207.16,0,0,0,0,0,0,N
R,386.36,0,0,1077.75,91.77,0,0,N
R,0,0,0,0,0,0,489.7,N
R,25.13,27.9,5.31,22.05,18.27,43.46,15.62,N
R,12837.01,340.66,53.1,4303.19,2367.02,3028.66,3847.94,N
R,1476.17,731.82,689.41,784.86,902.69,171.08,509.91,N
R,423.09,671.34,0,0,1566.13,302.99,0,N
R,1102.05,460.94,329.7,0,423.11,282.15,226.1,N
R,1190.18,561.73,1265.83,777.7,1185.83,646.78,1028.64,N
R,0,0,0,0,0,0,0,Y
R,1.45,1.51,0,0,0.37,3.58,1.57,N
R,0,0,0,0,0,0,0,Y
R,1.37,0.76,0,0.21,0,0.41,1.09,N
R,65.19,0,0,0,30.1,0,63.64,N
R,0,0,0,0,0,0,194.05,N
R,0,0,0,0,0,0,0,Y
R,5421.38,13351.36,23635.63,10399.34,13187.54,22561.99,4900.75,N
R,0,0,0,0,3.67,0,0,N
R,0,157.43,1378.36,0,0,0,369,N
R,0,0,127.38,3.75,18.74,3.75,0,N
R,11.25,22.5,11.52,4.16,0,0,0,N
R,0,0,0,0,0,0,0,Y
PF,0,0,0,0,0,0,0,Y
F,3.76,0.76,0,0,0,0,0,N
R,0,0,0,0,0,0,3.75,N
R,0,0,0,0,0,0,0,Y
R,0,233.97,0,0,2.32,0,88.89,N
F,0,0,0,0,0,0,119.91,N
R,30847.11,253.7,2887.15,13199.05,10360.4,0,3498.7,N
R,45.22,0,0,3.34,0,0,0,N
R,0,0,59.96,0,44.97,0,150.2,N
R,0,29.98,0,0,0,0,0,N
R,0,0,0,14.24,21.04,35.83,109.56,N
R,0,0,0,0,0,45.33,9.75,N
R,0,2460.15,290.94,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,1.82,0.04,2.13,0.6,0,0,0,N
R,0,0,2.99,0,0,0,2.39,N
R,0,0,0,0,0,0,0,Y
R,0.8,0.33,0,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,908.6,0,978.27,N
R,0,0,0,0,0,0,0.92,N
R,44.97,434.64,131.87,43.78,5.87,0,0,N
R,25.5,14.06,12.3,1.36,0,2.44,17.5,N
R,169.05,181.78,84.11,62.2,0,0,0,N
R,0,0,0,0,0,0,0,Y
F,77.93,149.86,89.92,3.75,0,0,0,N
R,3.24,11.11,1.72,0.53,1.21,2.28,2.01,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,850.86,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,172.15,112.46,127.65,0,10.65,0,N
F,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,15.86,229.22,2820.69,1266.73,310.43,1526.71,680.13,N
R,23341.58,50648.99,53897.68,23812.4,50432.99,34877.18,48524.55,N
R,0,80.41,58.16,0.66,0.9,0,168.7,N
R,1059.08,1393.63,582.84,0,0,140.05,0,N
R,191.54,0,40.09,18.07,9.78,0,0,N
R,10.27,143.74,586.36,133.84,51.93,88.87,98.07,N
R,0,0,0,0,0,0,0,Y
R,191.79,753.69,183.98,427.89,512.46,757.96,1451.05,N
R,5.46,0,13.97,8.95,11.4,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,135.73,53.01,0,0,N
R,188.81,253.76,0,0,0.71,0,0,N
F,0,0,0,0,0,0,0,Y
R,2835.17,8063.61,18409.39,13168.69,57.28,0,0,N
R,0,0,0,0,0,0,0,Y
F,0,0,0,0,0,0,0,Y
R,308.65,99.35,248.13,25.4,295.31,247.15,290.75,N
R,188.66,64.92,83.81,2.26,277.39,143.9,75.73,N
R,164.85,104.9,59.95,0,54.7,74.93,84.75,N
R,0,0,0,0,0,0,141.98,N
R,7.49,11.25,153.69,107.94,78.71,62.22,228.61,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,418.61,1148.89,4631.55,2574.99,1244.44,374.27,597.49,N
R,0,0,0,0,0,0,0,Y
R,56.68,24.55,53.83,32.54,2.1,0,0,N
R,0,0,0,0,0,0,0,Y
R,858.41,189.35,161.86,482.56,184.65,1629.18,249.26,N
R,4709.11,3066.59,57.06,2305.23,2700.58,3261.64,1554.64,N
R,0,0,63.65,0,0,0,0,N
R,3.75,7.5,3.75,3.75,15,7.5,3.75,N
F,1.17,0,0,0,0,0,0,N
R,3.11,0,0,0,739.7,1672.8,1158.83,N
R,0,0.76,0,0,0,0,0,N
R,153.64,43.32,104.91,29.98,14.99,1.05,29.98,N
R,0,0,0,0,0,0,0,Y
R,472.36,0,17.52,41.76,0,1.49,362.76,N
R,0.78,48.34,41.24,0.8,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,647.13,816.38,100.84,0,0,0.76,0,N
F,0,0,0,0,0,0,0,Y
R,0,0.24,28.66,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,210.15,23.22,0,174.18,300.63,1.5,N
R,0,0,0,0,0,0,0,Y
F,10.65,0.38,0,0,0,2.93,0.11,N
R,18.39,15,2.34,8.33,5.8,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
F,0,0,0,0,0,0,0,Y
R,4.8,13.17,21.73,13.41,42.46,76.35,64.41,N
F,2.22,0,0,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,26.27,0,0,0,0,0,0,N
R,0,109.44,28.82,136.37,47.92,1.77,0,N
F,313.6,0,561.25,0,0,0,0,N
R,1.72,0,0,0,0,0,0,N
R,29.98,0,114.6,119.91,146.64,89.92,284.78,N
R,374.3,0,1266.68,221.61,707.38,175.17,302.27,N
R,0,0,75.2,0,0,0,74.95,N
R,0,0,145.33,0,21.79,3.75,0,N
R,0,0,0,1.99,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0.19,0,0,0,0,0,0,N
R,21.95,44.24,5.99,60.11,21.62,100.45,19.8,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,78.21,1084.8,283.26,1600.14,1033.72,2269.79,417.22,N
R,0,181.27,92.43,0,0,0,0,N
F,23.6,0,0,23.6,0,7.49,0,N
R,0,44.97,156.45,4.92,728.86,292.92,248.33,N
F,0,0,0,0,0,12.23,0,N
R,6.01,0,78.68,3,20.24,0,68.95,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,1.5,0,0,0,N
R,511.53,1396.53,1203.6,0,1840.8,694.43,601.8,N
R,0,0,114.49,31.48,72.51,152.13,18.74,N
R,0,18.73,0,0,0,0,0,N
R,42.23,102.92,80.89,32.51,29.86,0,0,N
R,0,0,0,0,0,0,0,Y
R,1.73,29.51,1.14,1.29,1.16,3.19,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0.51,0.28,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,302.23,268.95,102.25,31.12,374.98,32.23,0,N
R,10.48,0,0,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,1.14,0,0,0,N
R,0,0,0,0,0,0,0,Y
F,38.83,71.89,66.9,37.43,78.42,1.32,1.3,N
R,0.62,0,0,0,0,22.49,14.99,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,1320.89,0,0,1474.88,999.2,726.14,845.95,N
R,0,0,0,68.05,0,56.39,17.55,N
R,41.25,11.25,52.5,18.75,33.75,29.99,15,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,14.99,46.85,0,0,0,0,N
R,454.1,280.55,155.95,107.85,596.17,258.57,44.97,N
R,0,0,0,0,0,0,24.01,N
F,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,30.07,0,0,0,0,0.37,0,N
R,7.49,0,0,0,0,0,0,N
R,0,0,0,3.78,3.02,9.21,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,166.39,133.39,218.97,75.82,40.2,74.95,344.72,N
R,625.72,0,0,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,337.75,135.01,0,0,0,N
R,20.8,1.41,0,0,0,32.33,20.29,N
R,0,0,0,11.31,19.99,0,0,N
R,48.17,82.27,95.73,2.77,4.21,17.65,76.12,N
R,0,162.97,313.22,119.9,0,44.97,580.69,N
R,0,0,0,0,0,0,0,Y
R,71.22,0,173.49,81.69,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,7.58,2.01,22.06,0,0,N
R,74.55,11.24,29.98,0,0,33.7,22.73,N
PF,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,68.1,0,209.57,60.94,69.76,77,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,76.42,59.92,79.45,47.03,30.17,20.38,61.41,N
R,2.89,0.53,0,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,440.53,385.73,0,0,0,0,0,N
R,1365.39,1239.12,40.41,0,674.02,983.52,990,N
R,0,0,0,0,0,0,0,Y
F,0.02,0,5.3,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0.08,N
R,0,0,0,0,0,0,0,Y
R,825.36,3320.67,168.51,0,4.01,2610.14,576.44,N
F,0,0,0,0,0,0,0,Y
PF,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,14.99,12.74,N
R,0,324.88,20.24,1090.46,0,0,1206.67,N
R,0,0,0,147.1,0,0,0,N
R,0.34,0,0,0,0,0,0,N
R,374.65,455.36,0,0,149.86,524.51,329.69,N
R,0,0,0,0,809.45,1289.25,1287.52,N
R,0,211.71,140.67,1160.88,118.02,217.96,62.54,N
R,0,0,7.12,2.59,0,0,0,N
R,0,0,0,0,0,0,4.81,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,464.26,741.86,18.63,33.51,0,0,293.7,N
R,10.1,144.74,59.98,94.34,3.75,470.37,561.63,N
R,0,0,0,0,0,0,0,Y
R,29.96,41.2,3.75,7.49,14.99,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,333.49,301.24,150.62,549.9,451.1,448.22,N
R,0,0,0,0,0,0,0,Y
F,0,0,0,0,0,0,0,Y
R,0,0.76,0,0,0,0,0,N
R,468.34,166.52,29.98,63.71,177.63,149.9,763.42,N
R,4394.06,10358.98,7857.52,15795.84,37818.23,15109.29,15777.76,N
R,102.44,0,0,51.69,174.62,17.93,148,N
R,55.76,146.06,0,0.84,0,393.42,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,20.97,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0.97,2.06,5.37,13.79,11.58,14.46,15.67,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,2261.92,N
R,0,0,0,0,0,1.21,0,N
R,0,0,0,0,0,0,0,Y
R,162.89,18.48,62.81,54.96,137.56,476.07,611.82,N
R,18.79,0,0,0,0,0,0,N
R,567.6,3439.39,169.4,802.75,5367.14,204.18,490.75,N
R,112.04,0,232.69,54.03,0,0,139.18,N
